country,state,city,code,taxRate
USA,CA,Klamath,,7.250
USA,CA,Klamath River,,7.250
USA,CA,Kneeland,,7.250
USA,CA,Knights Ferry,,7.375
USA,CA,Knights Landing,,7.250
USA,CA,Knightsen,,8.250
USA,CA,Korbel,,7.250
USA,CA,Korbel,,7.750
USA,CA,Kyburz,,7.250
USA,CA,L.A. Airport (Los Angeles),,8.250
USA,CA,La Canada- Flintridge,,8.250
USA,CA,La Crescenta,,8.250
USA,CA,La Cresta Village,,7.250
USA,CA,La Grange,,7.375
USA,CA,La Habra Heights,,8.250
USA,CA,La Habra,,7.750
USA,CA,La Honda,,8.250
USA,CA,La Jolla (San Diego),,7.750
USA,CA,La Mesa,,7.750
USA,CA,La Mirada,,8.250
USA,CA,La Palma,,7.750
USA,CA,La Porte,,7.250
USA,CA,La Puente,,8.250
USA,CA,La Quinta,,7.750
USA,CA,La Selva Beach,,8.000
USA,CA,La Verne,,8.250
USA,CA,La Vina,,8.250
USA,CA,Ladera,,8.250
USA,CA,Ladera Heights,,8.250
USA,CA,Ladera Ranch,,7.750
USA,CA,Lafayette,,8.250
USA,CA,Laguna Beach,,8.250
USA,CA,Laguna Hills,,7.750
USA,CA,Laguna Niguel,,7.750
USA,CA,Laguna Woods,,7.750
USA,CA,Lagunitas,,7.750
USA,CA,Lake Alpine,,7.250
USA,CA,Lake Arrowhead,,7.750
USA,CA,Lake City,,7.250
USA,CA,Lake City,,7.375
USA,CA,Lake Elsinore,,7.750
USA,CA,Lake Forest (El Toro),,7.750
USA,CA,Lake Hughes,,8.250
USA,CA,Lake Isabella,,7.250
USA,CA,Lake Los Angeles,,8.250
USA,CA,Lake Mary,,7.250
USA,CA,Lake San Marcos,,7.750
USA,CA,Lake Shastina,,7.250
USA,CA,Lake Sherwood,,7.250
USA,CA,Lakehead,,7.250
USA,CA,Lakeport,,7.750
USA,CA,Lakeshore,,7.975
USA,CA,Lakeside,,7.750
USA,CA,Lakeview,,7.750
USA,CA,Lakeview Terrace (Los Angeles),,8.250
USA,CA,Lakewood,,8.250
USA,CA,Lamont,,7.250
USA,CA,Lancaster,,8.250
USA,CA,Landers,,7.750
USA,CA,Landscape,,8.750
USA,CA,Lang,,8.250
USA,CA,Larkfield,,7.750
USA,CA,Larkspur,,7.750
USA,CA,Larwin Plaza,,7.375
USA,CA,Lathrop,,7.750
USA,CA,Laton,,7.975
USA,CA,Lawndale,,8.250
USA,CA,Laws,,7.750
USA,CA,Laytonville,,7.250
USA,CA,Le Grand (Also Legrand),,7.250
USA,CA,Lebec,,7.250
USA,CA,Lee Vining,,7.250
USA,CA,Leggett,,7.250
USA,CA,Leisure World,,7.750
USA,CA,Leisure World (Seal Beach),,7.750
USA,CA,Lemon Grove,,7.750
USA,CA,Lemoncove,,7.750
USA,CA,Lemoore,,7.250
USA,CA,Lennox,,8.250
USA,CA,Lenwood,,7.750
USA,CA,Leona Valley,,8.250
USA,CA,Leucadia (Encinitas),,7.750
USA,CA,Lewiston,,7.250
USA,CA,Liberty Farms,,7.375
USA,CA,Likely,,7.250
USA,CA,Lincoln Acres,,7.750
USA,CA,Lincoln Heights (Los Angeles),,8.250
USA,CA,Lincoln Village,,7.750
USA,CA,Lincoln,,7.250
USA,CA,Linda,,7.250
USA,CA,Linden,,7.750
USA,CA,Lindsay,,7.750
USA,CA,Linnell,,7.750
USA,CA,Litchfield,,7.250
USA,CA,Little Lake,,7.750
USA,CA,Little Norway,,7.250
USA,CA,Little Valley,,7.250
USA,CA,Littleriver,,7.250
USA,CA,Littlerock (Also Little Rock),,8.250
USA,CA,Live Oak,,7.250
USA,CA,Livermore,,8.750
USA,CA,Livingston,,7.250
USA,CA,Llano,,8.250
USA,CA,Loch Lomond,,7.250
USA,CA,Locke,,7.750
USA,CA,Lockeford,,7.750
USA,CA,Lockheed,,8.000
USA,CA,Lockwood,,7.250
USA,CA,Lodi,,7.750
USA,CA,Loleta,,7.250
USA,CA,Loma Linda,,7.750
USA,CA,Loma Mar,,8.250
USA,CA,Loma Rica,,7.250
USA,CA,Lomita,,8.250
USA,CA,Lompoc,,7.750
USA,CA,London,,7.750
USA,CA,Lone Pine,,7.750
USA,CA,Long Barn,,7.250
USA,CA,Long Beach,,8.250
USA,CA,Longview,,8.250
USA,CA,Lookout,,7.250
USA,CA,Loomis,,7.250
USA,CA,Lorre Estates,,8.250
USA,CA,Los Alamitos,,7.750
USA,CA,Los Alamos,,7.750
USA,CA,Los Altos Hills,,8.250
USA,CA,Los Altos,,8.250
USA,CA|California,Los Angeles,,8.250
USA,CA,Los Banos,,7.750
USA,CA,Los Gatos,,8.250
USA,CA,Los Molinos,,7.250
USA,CA,Los Nietos,,8.250
USA,CA,Los Olivos,,7.750
USA,CA,Los Osos,,7.250
USA,CA,Los Padres,,7.250
USA,CA,Los Serranos (Chino Hills),,7.750
USA,CA,Lost Hills,,7.250
USA,CA,Lost Lake,,7.750
USA,CA,Lotus,,7.250
USA,CA,Lower Lake,,7.250
USA,CA,Loyalton,,7.250
USA,CA,Lucerne,,7.250
USA,CA,Lucerne Valley,,7.750
USA,CA,Lucia,,7.250
USA,CA,Ludlow,,7.750
USA,CA,Lugo,,8.250
USA,CA,Luther Burbank (Santa Rosa),,8.000
USA,CA,Lynwood,,8.250
USA,CA,Lytle Creek,,7.750
USA,CA,Macdoel,,7.250
USA,CA,Maclay,,8.250
USA,CA,Mad River,,7.250
USA,CA,Madeline,,7.250
USA,CA,Madera,,7.750
USA,CA,Madison,,7.250
USA,CA,Magalia,,7.250
USA,CA,Malaga,,7.975
USA,CA,Malibu,,8.250
USA,CA,Mammoth Lakes,,7.250
USA,CA,Manhattan Beach,,8.250
USA,CA,Manteca,,8.250
USA,CA,Manton,,7.250
USA,CA,Manzanita Lake,,7.250
USA,CA,Mar Vista,,8.250
USA,CA,Marcelina,,8.250
USA,CA,March A.F.B.,,7.750
USA,CA,Mare Island (Vallejo),,7.375
USA,CA,Maricopa,,7.250
USA,CA,Marin City,,7.750
USA,CA,Marina Del Rey,,8.250
USA,CA,Marina,,7.250
USA,CA,Marine Corps (Twentynine Palms),,7.750
USA,CA,Mariner,,7.750
USA,CA,Mariposa,,7.750
USA,CA,Markleeville,,7.250
USA,CA,Marsh Manor,,8.250
USA,CA,Marshall,,7.750
USA,CA,Martell,,7.250
USA,CA,Martinez,,8.250
USA,CA,Marysville,,7.250
USA,CA,Mather,,7.250
USA,CA,Mather,,7.750
USA,CA,Maxwell,,7.250
USA,CA,Maywood,,8.250
USA,CA,McArthur,,7.250
USA,CA,McClellan,,7.750
USA,CA,McCloud,,7.250
USA,CA,McFarland,,7.250
USA,CA,McKinleyville,,7.250
USA,CA,McKittrick,,7.250
USA,CA,Mead Valley,,7.750
USA,CA,Meadow Valley,,7.250
USA,CA,Meadow Vista,,7.250
USA,CA,Meadowbrook,,7.750
USA,CA,Mecca,,7.750
USA,CA,Meeks Bay,,7.250
USA,CA,Meiners Oaks,,7.250
USA,CA,Mendocino,,7.250
USA,CA,Mendota,,7.975
USA,CA,Menifee,,7.750
USA,CA,Menlo Park,,8.250
USA,CA,Mentone,,7.750
USA,CA,Merced,,7.750
USA,CA,Meridian,,7.250
USA,CA,Mettler,,7.250
USA,CA,Meyers,,7.250
USA,CA,Middletown,,7.250
USA,CA,Midland,,7.750
USA,CA,Midpines,,7.750
USA,CA,Midway City,,7.750
USA,CA,Milford,,7.250
USA,CA,Mill Creek,,7.250
USA,CA,Mill Valley,,7.750
USA,CA,Millbrae,,8.250
USA,CA,Millville,,7.250
USA,CA,Milpitas,,8.250
USA,CA,Mineral,,7.250
USA,CA,Mineral King,,7.750
USA,CA,Mint Canyon,,8.250
USA,CA,Mira Loma,,7.750
USA,CA,Mira Vista,,8.250
USA,CA,Miracle Hot Springs,,7.250
USA,CA,Miramar (San Diego),,7.750
USA,CA,Miramonte,,7.975
USA,CA,Miranda,,7.250
USA,CA,Mission Hills (Los Angeles),,8.250
USA,CA,Mission Viejo,,7.750
USA,CA,Mi-Wuk Village,,7.250
USA,CA,Moccasin,,7.250
USA,CA,Modesto,,7.375
USA,CA,Moffett Field,,8.250
USA,CA,Mojave,,7.250
USA,CA,Mokelumne Hill,,7.250
USA,CA,Moneta,,8.250
USA,CA,Mono Hot Springs,,7.975
USA,CA,Mono Lake,,7.250
USA,CA,Monolith,,7.250
USA,CA,Monrovia,,8.250
USA,CA,Monta Vista,,8.250
USA,CA,Montague,,7.250
USA,CA,Montalvo (Ventura),,7.250
USA,CA,Montara,,8.250
USA,CA,Montclair,,8.000
USA,CA,Monte Rio,,7.750
USA,CA,Monte Sereno,,8.250
USA,CA,Montebello,,8.250
USA,CA,Montecito,,7.750
USA,CA,Monterey Bay Academy,,8.000
USA,CA,Monterey Park,,8.250
USA,CA,Monterey,,7.250
USA,CA,Montgomery Creek,,7.250
USA,CA,Montrose,,8.250
USA,CA,Mooney,,7.750
USA,CA,Moonridge,,7.750
USA,CA,Moorpark,,7.250
USA,CA,Moraga,,8.250
USA,CA,Moreno Valley,,7.750
USA,CA,Morgan Hill,,8.250
USA,CA,Morongo Valley,,7.750
USA,CA,Morro Bay,,7.750
USA,CA,Morro Plaza,,7.250
USA,CA,Moss Beach,,8.250
USA,CA,Moss Landing,,7.250
USA,CA,Mount Hamilton,,8.250
USA,CA,Mount Hebron,,7.250
USA,CA,Mount Hermon,,8.000
USA,CA,Mount Laguna,,7.750
USA,CA,Mount Shasta,,7.250
USA,CA,Mount Wilson,,8.250
USA,CA,Mountain Center,,7.750
USA,CA,Mountain Mesa,,7.250
USA,CA,Mountain Pass,,7.750
USA,CA,Mountain Ranch,,7.250
USA,CA,Mountain View,,8.250
USA,CA,Mt. Aukum,,7.250
USA,CA,Mt. Baldy,,7.750
USA,CA,Murphys,,7.250
USA,CA,Murrieta,,7.750
USA,CA,Muscoy,,7.750
USA,CA,Myers Flat,,7.250
USA,CA,Napa,,7.750
USA,CA,Naples,,8.250
USA,CA,Nashville,,7.250
USA,CA,National City,,8.750
USA,CA,Naval (Port Hueneme),,7.250
USA,CA,Naval (San Diego),,7.750
USA,CA,Naval Air Station (Alameda),,8.750
USA,CA,Naval Air Station (Coronado),,7.750
USA,CA,Naval Air Station (Lemoore),,7.250
USA,CA,Naval Hospital (Oakland),,8.750
USA,CA,Naval Hospital (San Diego),,7.750
USA,CA,Naval Supply Center (Oakland),,8.750
USA,CA,Naval Training Center (San Diego),,7.750
USA,CA,Navarro,,7.250
USA,CA,Needles,,7.750
USA,CA,Nelson,,7.250
USA,CA,Nevada City,,7.875
USA,CA,New Almaden,,8.250
USA,CA,New Cuyama,,7.750
USA,CA,New Idria,,7.250
USA,CA,Newark,,8.750
USA,CA,Newberry,,7.750
USA,CA,Newberry Springs,,7.750
USA,CA,Newbury Park (Thousand Oaks),,7.250
USA,CA,Newcastle,,7.250
USA,CA,Newhall (Santa Clarita),,8.250
USA,CA,Newman,,7.375
USA,CA,Newport Beach,,7.750
USA,CA,Nicasio,,7.750
USA,CA,Nice,,7.250
USA,CA,Nicolaus,,7.250
USA,CA,Niland,,7.750
USA,CA,Nipomo,,7.250
USA,CA,Nipton,,7.750
USA,CA,Norco,,7.750
USA,CA,Norden,,7.375
USA,CA,North Edwards,,7.250
USA,CA,North Fork,,7.750
USA,CA,North Gardena,,8.250
USA,CA,North Highlands,,7.750
USA,CA,North Hills (Los Angeles),,8.250
USA,CA,North Hollywood (Los Angeles),,8.250
USA,CA,North Palm Springs,,7.750
USA,CA,North San Juan,,7.375
USA,CA,North Shore,,7.750
USA,CA,Northridge (Los Angeles),,8.250
USA,CA,Norton A.F.B. (San Bernardino),,8.000
USA,CA,Norwalk,,8.250
USA,CA,Novato,,7.750
USA,CA,Nubieber,,7.250
USA,CA,Nuevo,,7.750
USA,CA,Nyeland Acres,,7.250
USA,CA,Oak Park,,7.250
USA,CA,Oak Run,,7.250
USA,CA,Oak View,,7.250
USA,CA,Oakdale,,7.375
USA,CA,Oakhurst,,7.750
USA,CA,Oakland,,8.750
USA,CA,Oakley,,8.250
USA,CA,Oakville,,7.750
USA,CA,Oasis,,7.750
USA,CA,Oban,,8.250
USA,CA,O'Brien,,7.250
USA,CA,Occidental,,7.750
USA,CA,Oceano,,7.250
USA,CA,Oceanside,,7.750
USA,CA,Ocotillo,,7.750
USA,CA,Ocotillo Wells,,7.750
USA,CA,Oildale,,7.250
USA,CA,Ojai,,7.250
USA,CA,Olancha,,7.750
USA,CA,Old Station,,7.250
USA,CA,Olema,,7.750
USA,CA,Olinda,,7.250
USA,CA,Olive View (Los Angeles),,8.250
USA,CA,Olivehurst,,7.250
USA,CA,Olivenhain (Encinitas),,7.750
USA,CA,Olympic Valley,,7.250
USA,CA,Omo Ranch,,7.250
USA,CA,O'Neals,,7.750
USA,CA,Ono,,7.250
USA,CA,Ontario,,7.750
USA,CA,Onyx,,7.250
USA,CA,Opal Cliffs,,8.000
USA,CA,Orange Cove,,7.975
USA,CA,Orange,,7.750
USA,CA,Orangevale,,7.750
USA,CA,Orcutt,,7.750
USA,CA,Ordbend,,7.250
USA,CA,Oregon House,,7.250
USA,CA,Orick,,7.250
USA,CA,Orinda,,8.250
USA,CA,Orland,,7.250
USA,CA,Orleans,,7.250
USA,CA,Oro Grande,,7.750
USA,CA,Orosi,,7.750
USA,CA,Oroville,,7.250
USA,CA,Otay (Chula Vista),,7.750
USA,CA,Oxnard,,7.250
USA,CA,Pacheco,,8.250
USA,CA,Pacific Grove,,7.250
USA,CA,Pacific House,,7.250
USA,CA,Pacific Palisades (Los Angeles),,8.250
USA,CA,Pacifica,,8.250
USA,CA,Pacoima (Los Angeles),,8.250
USA,CA,Paicines,,7.250
USA,CA,Pajaro,,7.250
USA,CA,Pala,,7.750
USA,CA,Palermo,,7.250
USA,CA,Pallett,,8.250
USA,CA,Palm City,,7.750
USA,CA,Palm City (San Diego),,7.750
USA,CA,Palm Desert,,7.750
USA,CA,Palm Springs,,7.750
USA,CA,Palmdale,,8.250
USA,CA,Palo (Vista),,8.250
USA,CA,Palo Alto,,8.250
USA,CA,Palo Cedro,,7.250
USA,CA,Palo Verde,,7.750
USA,CA,Palomar Mountain,,7.750
USA,CA,Palos Verdes Estates,,8.250
USA,CA,Palos Verdes/Peninsula,,8.250
USA,CA,Panorama City (Los Angeles),,8.250
USA,CA,Paradise,,7.250
USA,CA,Paramount,,8.250
USA,CA,Parker Dam,,7.750
USA,CA,Parkfield,,7.250
USA,CA,Parlier,,7.975
USA,CA,Pasadena,,8.250
USA,CA,Paskenta,,7.250
USA,CA,Paso Robles,,7.250
USA,CA,Patterson,,7.375
USA,CA,Patton,,7.750
USA,CA,Pauma Valley,,7.750
USA,CA,Paynes Creek,,7.250
USA,CA,Pearblossom,,8.250
USA,CA,Pearland,,8.250
USA,CA,Pebble Beach,,7.250
USA,CA,Pedley,,7.750
USA,CA,Peninsula Village,,7.250
USA,CA,Penn Valley,,7.375
USA,CA,Penngrove,,7.750
USA,CA,Penryn,,7.250
USA,CA,Pepperwood,,7.250
USA,CA,Permanente,,8.250
USA,CA,Perris,,7.750
USA,CA,Perry (Whittier),,8.250
USA,CA,Pescadero,,8.250
USA,CA,Petaluma,,7.750
USA,CA,Petrolia,,7.250
USA,CA,Phelan,,7.750
USA,CA,Phillipsville,,7.250
USA,CA,Philo,,7.250
USA,CA,Pico Rivera,,8.250
USA,CA,Piedmont,,8.750
USA,CA,Piedra,,7.975
USA,CA,Piercy,,7.250
USA,CA,Pilot Hill,,7.250
USA,CA,Pine Grove,,7.250
USA,CA,Pine Valley,,7.750
USA,CA,Pinecrest,,7.250
USA,CA,Pinedale (Fresno),,7.975
USA,CA,Pinetree,,8.250
USA,CA,Pinole,,8.750
USA,CA,Pinon Hills,,7.750
USA,CA,Pioneer,,7.250
USA,CA,Pioneertown,,7.750
USA,CA,Piru,,7.250
USA,CA,Pismo Beach,,7.250
USA,CA,Pittsburg,,8.250
USA,CA,Pixley,,7.750
USA,CA,Placentia,,7.750
USA,CA,Placerville,,7.500
USA,CA,Plainview,,7.750
USA,CA,Planada,,7.250
USA,CA,Plaster City,,7.750
USA,CA,Platina,,7.250
USA,CA,Playa Del Rey (Los Angeles),,8.250
USA,CA,Pleasant Grove,,7.250
USA,CA,Pleasant Hill,,8.250
USA,CA,Pleasanton,,8.750
USA,CA,Plymouth,,7.250
USA,CA,Point Arena,,7.750
USA,CA,Point Mugu,,7.250
USA,CA,Point Pittsburg (Pittsburg),,8.250
USA,CA,Point Reyes Station,,7.750
USA,CA,Pollock Pines,,7.250
USA,CA,Pomona,,8.250
USA,CA,Pond,,7.250
USA,CA,Pondosa,,7.250
USA,CA,Pope Valley,,7.750
USA,CA,Poplar,,7.750
USA,CA,Port Costa,,8.250
USA,CA,Port Hueneme,,7.250
USA,CA,Porter Ranch (Los Angeles),,8.250
USA,CA,Porterville,,8.250
USA,CA,Portola Valley,,8.250
USA,CA,Portola,,7.250
USA,CA,Portuguese Bend (Rancho Palos Verdes),,8.250
USA,CA,Posey,,7.750
USA,CA,Potrero,,7.750
USA,CA,Potter Valley,,7.250
USA,CA,Poway,,7.750
USA,CA,Prather,,7.975
USA,CA,Presidio (San Francisco),,8.500
USA,CA,Presidio of Monterey (Monterey),,7.250
USA,CA,Priest Valley,,7.250
USA,CA,Princeton,,7.250
USA,CA,Proberta,,7.250
USA,CA,Project City,,7.250
USA,CA,Prunedale,,7.250
USA,CA,Pt. Dume,,8.250
USA,CA,Pulga,,7.250
USA,CA,Pumpkin Center,,7.250
USA,CA,Quail Valley,,7.750
USA,CA,Quartz Hill,,8.250
USA,CA,Quincy,,7.250
USA,CA,Rackerby,,7.250
USA,CA,Rail Road Flat,,7.250
USA,CA,Rainbow,,7.750
USA,CA,Raisin City,,7.975
USA,CA,Ramona,,7.750
USA,CA,Ranchita,,7.750
USA,CA,Rancho Bernardo (San Diego),,7.750
USA,CA,Rancho California,,7.750
USA,CA,Rancho Cordova,,7.750
USA,CA,Rancho Cucamonga,,7.750
USA,CA,Rancho Dominguez,,8.250
USA,CA,Rancho Mirage,,7.750
USA,CA,Rancho Murieta,,7.750
USA,CA,Rancho Palos Verdes,,8.250
USA,CA,Rancho Park (Los Angeles),,8.250
USA,CA,Rancho Santa Fe,,7.750
USA,CA,Rancho Santa Margarita,,7.750
USA,CA,Randsburg,,7.250
USA,CA,Ravendale,,7.250
USA,CA,Ravenna,,8.250
USA,CA,Raymond,,7.750
USA,CA,Red Bluff,,7.250
USA,CA,Red Mountain,,7.750
USA,CA,Red Top,,7.750
USA,CA,Redcrest,,7.250
USA,CA,Redding,,7.250
USA,CA,Redlands,,7.750
USA,CA,Redondo Beach,,8.250
USA,CA,Redway,,7.250
USA,CA,Redwood City,,8.250
USA,CA,Redwood Estates,,8.250
USA,CA,Redwood Valley,,7.250
USA,CA,Reedley,,7.975
USA,CA,Refugio Beach,,7.750
USA,CA,Represa (Folsom Prison),,7.750
USA,CA,Requa,,7.250
USA,CA,Rescue,,7.250
USA,CA,Reseda (Los Angeles),,8.250
USA,CA,Rheem Valley (Moraga),,8.250
USA,CA,Rialto,,7.750
USA,CA,Richardson Grove,,7.250
USA,CA,Richardson Springs,,7.250
USA,CA,Richfield,,7.250
USA,CA,Richgrove,,7.750
USA,CA,Richmond,,8.750
USA,CA,Richvale,,7.250
USA,CA,Ridgecrest,,7.250
USA,CA,Rimforest,,7.750
USA,CA,Rimpau (Los Angeles),,8.250
USA,CA,Rio Bravo (Bakersfield),,7.250
USA,CA,Rio Dell,,7.250
USA,CA,Rio Linda,,7.750
USA,CA,Rio Nido,,7.750
USA,CA,Rio Oso,,7.250
USA,CA,Rio Vista,,7.375
USA,CA,Ripley,,7.750
USA,CA,Ripon,,7.750
USA,CA,River Pines,,7.250
USA,CA,Riverbank,,7.375
USA,CA,Riverdale,,7.975
USA,CA,Riverside,,7.750
USA,CA,Robbins,,7.250
USA,CA,Rocklin,,7.250
USA,CA,Rodeo,,8.250
USA,CA,Rohnert Park,,7.750
USA,CA,Rohnerville,,7.250
USA,CA,Rolling Hills Estates,,8.250
USA,CA,Rolling Hills,,8.250
USA,CA,Romoland,,7.750
USA,CA,Rosamond,,7.250
USA,CA,Rose Bowl (Pasadena),,8.250
USA,CA,Roseland (Santa Rosa),,8.000
USA,CA,Rosemead,,8.250
USA,CA,Roseville,,7.250
USA,CA,Ross,,7.750
USA,CA,Rossmoor,,7.750
USA,CA,Rough and Ready,,7.375
USA,CA,Round Mountain,,7.250
USA,CA,Rowland Heights,,8.250
USA,CA,Royal Oaks,,7.250
USA,CA,Rubidoux,,7.750
USA,CA,Ruby Valley,,7.250
USA,CA,Rumsey,,7.250
USA,CA,Running Springs,,7.750
USA,CA,Ruth,,7.250
USA,CA,Rutherford,,7.750
USA,CA,Ryde,,7.750
USA,CA,Sacramento,,7.750
USA,CA,Saint Helena,,7.750
USA,CA,Salida,,7.375
USA,CA,Salinas,,7.750
USA,CA,Salton City,,7.750
USA,CA,Salyer,,7.250
USA,CA,Samoa,,7.250
USA,CA,San Andreas,,7.250
USA,CA,San Anselmo,,7.750
USA,CA,San Ardo,,7.250
USA,CA,San Benito,,7.250
USA,CA,San Bernardino,,8.000
USA,CA,San Bruno,,8.250
USA,CA,San Carlos,,8.250
USA,CA,San Clemente,,7.750
USA,CA,San Diego,,7.750
USA,CA,San Dimas,,8.250
USA,CA,San Fernando,,8.250
USA,CA,San Francisco,,8.500
USA,CA,San Gabriel,,8.250
USA,CA,San Geronimo,,7.750
USA,CA,San Gregorio,,8.250
USA,CA,San Jacinto,,7.750
USA,CA,San Joaquin,,7.975
USA,CA,San Jose,,8.250
USA,CA,San Juan Bautista,,8.000
USA,CA,San Juan Capistrano,,7.750
USA,CA,San Juan Plaza (San Juan Capistrano),,7.750
USA,CA,San Leandro,,8.750
USA,CA,San Lorenzo,,8.750
USA,CA,San Lucas,,7.250
USA,CA,San Luis Obispo,,7.750
USA,CA,San Luis Rey (Oceanside),,7.750
USA,CA,San Marcos,,7.750
USA,CA,San Marino,,8.250
USA,CA,San Martin,,8.250
USA,CA,San Mateo,,8.250
USA,CA,San Miguel,,7.250
USA,CA,San Pablo,,8.250
USA,CA,San Pedro (Los Angeles),,8.250
USA,CA,San Quentin,,7.750
USA,CA,San Rafael,,8.250
USA,CA,San Ramon,,8.250
USA,CA,San Simeon,,7.250
USA,CA,San Tomas,,8.250
USA,CA,San Ysidro (San Diego),,7.750
USA,CA,Sand City,,7.750
USA,CA,Sanger,,7.975
USA,CA,Santa Ana,,7.750
USA,CA,Santa Barbara,,7.750
USA,CA,Santa Clara,,8.250
USA,CA,Santa Clarita,,8.250
USA,CA,Santa Cruz,,8.500
USA,CA,Santa Fe Springs,,8.250
USA,CA,Santa Margarita,,7.250
USA,CA,Santa Maria,,7.750
USA,CA,Santa Monica,,8.250
USA,CA,Santa Nella,,7.250
USA,CA,Santa Paula,,7.250
USA,CA,Santa Rita Park,,7.250
USA,CA,Santa Rosa,,8.000
USA,CA,Santa Ynez,,7.750
USA,CA,Santa Ysabel,,7.750
USA,CA,Santee,,7.750
USA,CA,Saratoga,,8.250
USA,CA,Saticoy,,7.250
USA,CA,Sattley,,7.250
USA,CA,Saugus (Santa Clarita),,8.250
USA,CA,Sausalito,,7.750
USA,CA,Sawtelle (Los Angeles),,8.250
USA,CA,Sawyers Bar,,7.250
USA,CA,Scotia,,7.250
USA,CA,Scott Bar,,7.250
USA,CA,Scotts Valley,,8.500
USA,CA,Sea Ranch,,7.750
USA,CA,Seabright,,8.000
USA,CA,Seal Beach,,7.750
USA,CA,Seaside,,7.250
USA,CA,Sebastopol,,8.000
USA,CA,Seeley,,7.750
USA,CA,Seiad Valley,,7.250
USA,CA,Selby,,8.250
USA,CA,Selma,,8.475
USA,CA,Seminole Hot Springs,,8.250
USA,CA,Sepulveda (Los Angeles),,8.250
USA,CA,Sequoia National Park,,7.750
USA,CA,Shafter,,7.250
USA,CA,Shandon,,7.250
USA,CA,Sharpe Army Depot,,7.750
USA,CA,Shasta,,7.250
USA,CA,Shasta Lake,,7.250
USA,CA,Shaver Lake,,7.975
USA,CA,Sheepranch,,7.250
USA,CA,Shell Beach (Pismo Beach),,7.250
USA,CA,Sheridan,,7.250
USA,CA,Sherman Island,,7.750
USA,CA,Sherman Oaks (Los Angeles),,8.250
USA,CA,Sherwin Plaza,,7.250
USA,CA,Shingle Springs,,7.250
USA,CA,Shingletown,,7.250
USA,CA,Shively,,7.250
USA,CA,Shore Acres,,8.250
USA,CA,Shoshone,,7.750
USA,CA,Sierra City,,7.250
USA,CA,Sierra Madre,,8.250
USA,CA,Sierraville,,7.250
USA,CA,Signal Hill,,8.250
USA,CA,Silver Lake,,7.250
USA,CA,Silverado Canyon,,7.750
USA,CA,Simi Valley,,7.250
USA,CA,Sisquoc,,7.750
USA,CA,Sites,,7.250
USA,CA,Sky Valley,,7.750
USA,CA,Skyforest,,7.750
USA,CA,Sleepy Valley,,8.250
USA,CA,Sloat,,7.250
USA,CA,Sloughhouse,,7.750
USA,CA,Smartville,,7.250
USA,CA,Smith River,,7.250
USA,CA,Smithflat,,7.250
USA,CA,Smoke Tree (Palm Springs),,7.750
USA,CA,Snelling,,7.250
USA,CA,Soda Springs,,7.375
USA,CA,Solana Beach,,7.750
USA,CA,Soledad,,7.250
USA,CA,Solemint,,8.250
USA,CA,Solvang,,7.750
USA,CA,Somerset,,7.250
USA,CA,Somes Bar,,7.250
USA,CA,Somis,,7.250
USA,CA,Sonoma,,7.750
USA,CA,Sonora,,7.750
USA,CA,Soquel,,8.000
USA,CA,Soulsbyville,,7.250
USA,CA,South Dos Palos,,7.250
USA,CA,South El Monte,,8.250
USA,CA,South Fork,,7.250
USA,CA,South Gate,,8.250
USA,CA,South Laguna (Laguna Beach),,8.250
USA,CA,South Lake Tahoe,,7.750
USA,CA,South Pasadena,,8.250
USA,CA,South San Francisco,,8.250
USA,CA,South Shore (Alameda),,8.750
USA,CA,South Whittier,,8.250
USA,CA,Spanish Flat,,7.750
USA,CA,Spreckels,,7.250
USA,CA,Spring Garden,,7.250
USA,CA,Spring Valley,,7.750
USA,CA,Springville,,7.750
USA,CA,Spyrock,,7.250
USA,CA,Squaw Valley,,7.975
USA,CA,St. Helena,,7.750
USA,CA,Standard,,7.250
USA,CA,Standish,,7.250
USA,CA,Stanford,,8.250
USA,CA,Stanislaus,,7.250
USA,CA,Stanton,,7.750
USA,CA,Steele Park,,7.750
USA,CA,Stevinson,,7.250
USA,CA,Stewarts Point,,7.750
USA,CA,Stinson Beach,,7.750
USA,CA,Stirling City,,7.250
USA,CA,Stockton,,8.000
USA,CA,Stonyford,,7.250
USA,CA,Storrie,,7.250
USA,CA,Stratford,,7.250
USA,CA,Strathmore,,7.750
USA,CA,Strawberry,,7.250
USA,CA,Strawberry Valley,,7.250
USA,CA,Studio City (Los Angeles),,8.250
USA,CA,Sugarloaf,,7.750
USA,CA,Suisun City,,7.375
USA,CA,Sulphur Springs,,8.250
USA,CA,Sultana,,7.750
USA,CA,Summerland,,7.750
USA,CA,Summit,,7.750
USA,CA,Summit City,,7.250
USA,CA,Sun City,,7.750
USA,CA,Sun Valley (Los Angeles),,8.250
USA,CA,Sunland (Los Angeles),,8.250
USA,CA,Sunnymead (Moreno Valley),,7.750
USA,CA,Sunnyside,,7.750
USA,CA,Sunnyvale,,8.250
USA,CA,Sunol,,8.750
USA,CA,Sunset Beach,,7.750
USA,CA,Sunset Whitney Ranch,,7.250
USA,CA,Surfside (Seal Beach),,7.750
USA,CA,Susanville,,7.250
USA,CA,Sutter,,7.250
USA,CA,Sutter Creek,,7.250
USA,CA,Swall Meadows (Bishop),,7.750
USA,CA,Sylmar (Los Angeles),,8.250
USA,CA,Taft,,7.250
